대학ID,학년도,학과명,계열,모집인원,지원자,입학자
3,2024,문화미디어학과,사회계열,8,67,8
3,2024,문화콘텐츠학과,인문계열,41,807,44
3,2024,물리학과,자연계열,59,1217,59
3,2024,미디어커뮤니케이션학과,사회계열,47,2473,49
3,2024,미래에너지공학과,공학계열,41,948,43
3,2024,부동산학과,사회계열,46,1040,46
3,2024,사학과,인문계열,34,724,35
3,2024,사회환경공학부,공학계열,148,2653,149
3,2024,산림조경학과,공학계열,38,558,39
3,2024,산업공학과,공학계열,40,449,39
3,2024,산업디자인학과,예체능계열,39,716,40
3,2024,생명과학특성학과,자연계열,44,1019,44
3,2024,생물공학과,자연계열,33,1114,33
3,2024,수의예과,자연계열,80,3160,83
3,2024,수학과,자연계열,32,661,33
3,2024,수학교육과,교육계열,25,540,25
3,2024,스마트운행체공학과,공학계열,43,625,43
3,2024,스마트ICT융합공학과,공학계열,45,982,48
3,2024,시스템생명공학과,자연계열,46,1654,46
3,2024,식량자원과학과,자연계열,43,618,44
3,2024,식품유통공학과,자연계열,34,403,35
3,2024,신산업융합학과,사회계열,103,1171,103
3,2024,영상학과,예체능계열,37,657,38
3,2024,영어교육과,교육계열,20,176,20
3,2024,영어영문학과,인문계열,67,1237,69
3,2024,융합생명공학과,자연계열,50,1716,50
3,2024,융합인재학과,사회계열,42,935,43
3,2024,음악교육과,교육계열,20,72,20
3,2024,응용통계학과,자연계열,48,489,50
3,2024,의상디자인학과,예체능계열,43,328,45
3,2024,의생명공학과,자연계열,44,1405,45
3,2024,일어교육과,교육계열,23,256,23
3,2024,전기전자공학부,공학계열,208,3807,211
3,2024,정치외교학과,사회계열,40,873,46
3,2024,줄기세포재생공학과,자연계열,46,1159,46
3,2024,중어중문학과,인문계열,42,683,42
3,2024,지리학과,자연계열,32,559,34
3,2024,철학과,인문계열,33,790,34
3,2024,체육교육과,교육계열,38,553,38
3,2024,축산식품생명공학과,자연계열,53,620,54
3,2024,커뮤니케이션디자인학과,예체능계열,45,562,46
3,2024,컴퓨터공학부,공학계열,170,3422,176
3,2024,행정학과,사회계열,66,1276,69
3,2024,현대미술학과,예체능계열,32,174,32
3,2024,화장품공학과,공학계열,49,821,49
3,2024,화학공학부,공학계열,171,3106,171
3,2024,화학과,자연계열,33,808,35
3,2024,환경보건과학과,자연계열,38,857,39
3,2024,K뷰티산업융합학과,예체능계열,33,206,33
3,2025,건축학부,공학계열,93,1870,96
3,2025,경영학과,사회계열,188,2486,197
3,2025,경제학과,사회계열,87,1356,94
3,2025,공과대학자유전공학부,공학계열,195,5070,195
3,2025,교육공학과,교육계열,25,415,25
3,2025,국어국문학과,인문계열,39,1013,41
3,2025,국제무역학과,사회계열,95,1649,99
3,2025,국제통상학과,사회계열,32,222,32
3,2025,기계?로봇?자동차공학부,공학계열,80,1445,80
3,2025,기술경영학과,사회계열,43,559,45
3,2025,기타모집단위,인문계열,80,0,0
3,2025,동물자원?식품과학?유통학부,자연계열,111,1581,116
3,2025,리빙디자인학과,예체능계열,49,539,49
3,2025,매체연기학과,예체능계열,37,1112,38
3,2025,문과대학자유전공학부,인문계열,59,2845,59
3,2025,문화미디어학과,사회계열,43,255,43
3,2025,문화콘텐츠학과,인문계열,43,899,46
3,2025,물리학과,자연계열,46,768,47
3,2025,미디어커뮤니케이션학과,사회계열,43,1780,48
3,2025,부동산학과,사회계열,46,495,46
3,2025,사학과,인문계열,28,1055,30
3,2025,사회과학대학융합전공학부,사회계열,77,1183,77
3,2025,사회환경공학부,공학계열,110,2031,111
3,2025,산업공학과,공학계열,33,534,32
3,2025,산업디자인학과,예체능계열,36,735,37
3,2025,생명과학대학자유전공학부,자연계열,47,888,47
3,2025,생명과학특성학과,자연계열,36,867,36
3,2025,생물공학과,자연계열,54,879,54
3,2025,수의예과,자연계열,79,3414,82
3,2025,수학과,자연계열,27,497,27
3,2025,수학교육과,교육계열,25,385,25
3,2025,시스템생명공학과,자연계열,27,861,26
3,2025,식량자원과학과,자연계열,34,482,34
3,2025,신산업융합학과,사회계열,101,1195,98
3,2025,영상학과,예체능계열,40,472,41
3,2025,영어교육과,교육계열,20,205,20
3,2025,영어영문학과,인문계열,53,1156,54
3,2025,융합과학기술원자유전공학부,자연계열,33,660,33
3,2025,융합생명공학과,자연계열,29,652,30
3,2025,음악교육과,교육계열,20,68,20
3,2025,응용통계학과,자연계열,46,547,50
3,2025,의상디자인학과,예체능계열,47,319,48
3,2025,이과대학자유전공학부,자연계열,25,564,25
3,2025,일어교육과,교육계열,22,262,22
3,2025,재료공학과,공학계열,58,1247,58
3,2025,전기전자공학부,공학계열,134,2438,138
3,2025,정치외교학과,사회계열,45,620,47
3,2025,중어중문학과,인문계열,37,998,38
3,2025,지리학과,자연계열,27,675,27
3,2025,철학과,인문계열,27,719,27
3,2025,첨단바이오공학부,자연계열,57,1309,62
3,2025,체육교육과,교육계열,38,536,38
3,2025,커뮤니케이션디자인학과,예체능계열,50,593,53
3,2025,컴퓨터공학부,공학계열,139,2008,144
3,2025,항공우주?모빌리티공학과,공학계열,52,808,53
3,2025,행정학과,사회계열,60,967,61
3,2025,현대미술학과,예체능계열,33,167,34
3,2025,화공학부,공학계열,69,1044,68
3,2025,화학과,자연계열,27,495,29
3,2025,환경보건?산림조경학부,자연계열,63,989,63
3,2025,K뷰티산업융합학과,예체능계열,31,178,31
3,2025,KU자유전공학부,무전공,310,9287,310
3,2026,건축학부,공학계열,94,1708,97
3,2026,경영학과,사회계열,228,3553,236
3,2026,경제학과,사회계열,85,1252,88
3,2026,공과대학자유전공학부,공학계열,195,4585,195
3,2026,교육공학과,교육계열,25,203,25
3,2026,국어국문학과,인문계열,35,834,35
3,2026,국제무역학과,사회계열,98,952,103
3,2026,국제통상비즈니스학과,사회계열,93,322,93
3,2026,기계·로봇·자동차공학부,공학계열,86,1235,87
3,2026,기술경영학과,사회계열,40,771,42
3,2026,기타모집단위,인문계열,80,0,0
3,2026,동물자원·식품과학·유통학부,자연계열,110,1448,110
3,2026,리빙디자인학과,예체능계열,51,674,52
3,2026,매체연기학과,예체능계열,34,1735,34
3,2026,문과대학자유전공학부,인문계열,58,2139,58
3,2026,문화미디어학과,사회계열,106,246,106
3,2026,문화콘텐츠학과,인문계열,50,775,51
3,2026,물리학과,자연계열,45,747,46
3,2026,미디어커뮤니케이션학과,사회계열,53,1380,59
3,2026,부동산학과,사회계열,42,529,41
3,2026,사학과,인문계열,28,554,29
3,2026,사회과학대학융합전공학부,사회계열,76,998,76
3,2026,사회환경공학부,공학계열,107,1900,107
3,2026,산업경영융합학부,사회계열,130,1236,130
3,2026,산업공학과,공학계열,37,474,37
3,2026,산업디자인학과,예체능계열,38,508,39
3,2026,생명과학대학자유전공학부,자연계열,47,967,47
3,2026,생명과학특성학과,자연계열,35,771,38
3,2026,생물공학과,자연계열,49,837,49
3,2026,수의예과,자연계열,79,2913,82
3,2026,수학과,자연계열,28,476,28
3,2026,수학교육과,교육계열,25,384,25
3,2026,시스템생명공학과,자연계열,26,764,26
3,2026,식량자원과학과,자연계열,35,467,35
3,2026,영상학과,예체능계열,40,387,40
3,2026,영어교육과,교육계열,20,428,20
3,2026,영어영문학과,인문계열,56,903,59
3,2026,융합과학기술원자유전공학부,자연계열,33,595,33
3,2026,융합생명공학과,자연계열,29,630,30
3,2026,음악교육과,교육계열,20,156,20
3,2026,응용통계학과,자연계열,43,494,47
3,2026,의상디자인학과,예체능계열,47,317,49
3,2026,이과대학자유전공학부,자연계열,24,893,24
3,2026,일어교육과,교육계열,22,196,22
3,2026,재료공학과,공학계열,58,692,58
3,2026,전기전자공학부,공학계열,133,2371,139
3,2026,정치외교학과,사회계열,52,561,56
3,2026,중어중문학과,인문계열,40,708,41
3,2026,지리학과,자연계열,27,588,28
3,2026,철학과,인문계열,27,689,28
3,2026,첨단바이오공학부,자연계열,55,983,60
3,2026,체육교육과,교육계열,38,509,38
3,2026,커뮤니케이션디자인학과,예체능계열,46,509,47
3,2026,컴퓨터공학부,공학계열,131,2371,131
3,2026,컴퓨터소프트웨어학과,공학계열,13,87,13
3,2026,항공우주·모빌리티공학과,공학계열,51,942,51
3,2026,행정학과,사회계열,58,774,59
3,2026,현대미술학과,예체능계열,34,225,36
3,2026,화공·생명·에너지공학부,공학계열,69,1065,71
3,2026,화학과,자연계열,27,445,29
3,2026,환경보건·산림조경학부,자연계열,62,1118,64
3,2026,AI디자인학과,예체능계열,8,38,8
3,2026,KU자유전공학부,무전공,308,10717,308
4,2024,건축학부 건축공학전공,공학계열,41,461,41
4,2024,건축학부 건축학전공(5년제),공학계열,42,479,42
4,2024,경영학부,사회계열,222,2234,222
4,2024,경제학부,사회계열,95,1034,95
4,2024,공간정보공학과,자연계열,32,427,32
4,2024,교통공학과,공학계열,27,245,27
4,2024,국사학과,인문계열,26,305,26
4,2024,국어국문학과,인문계열,35,282,35
4,2024,국제관계학과,사회계열,49,734,49
4,2024,기계정보공학과,공학계열,42,721,42
4,2024,도시공학과,공학계열,31,284,31
4,2024,도시사회학과,사회계열,39,491,39
4,2024,도시행정학과,사회계열,42,475,42
4,2024,디자인학과,예체능계열,31,161,31
4,2024,물리학과,자연계열,32,391,32
4,2024,사회복지학과,사회계열,42,679,42
4,2024,생명과학과,자연계열,44,901,44
4,2024,세무학과,사회계열,69,501,69
4,2024,수학과,자연계열,41,536,41
4,2024,스포츠과학과,예체능계열,40,460,40
4,2024,신소재공학과,공학계열,41,511,41
4,2024,영어영문학과,인문계열,40,447,40
4,2024,융합응용화학과,자연계열,20,555,20
4,2024,융합전공학부 국사학-도시역사경관학 전공,인문계열,2,28,2
4,2024,융합전공학부 국제관계학-빅데이터분석학 전공,사회계열,4,78,4
4,2024,융합전공학부 도시공학-국제도시개발학 전공,공학계열,2,25,2
4,2024,융합전공학부 도시공학-도시부동산기획경영학 전공,공학계열,2,25,2
4,2024,융합전공학부 도시사회학-국제도시개발학 전공,사회계열,3,45,3
4,2024,융합전공학부 물리학-나노반도체물리학,자연계열,2,30,2
4,2024,융합전공학부 조경학-환경생태도시학전공,공학계열,2,51,2
4,2024,융합전공학부 철학-동아시아문화학 전공,인문계열,2,23,2
4,2024,음악학과,예체능계열,29,382,29
4,2024,인공지능학과,공학계열,22,308,22
4,2024,자유전공학부,인문계열,30,267,30
4,2024,전자전기컴퓨터공학부,공학계열,151,2485,151
4,2024,조각학과,예체능계열,36,145,36
4,2024,조경학과,공학계열,31,352,31
4,2024,중국어문화학과,인문계열,30,276,30
4,2024,철학과,인문계열,27,357,27
4,2024,첨단융합학부 융합바이오헬스전공,자연계열,5,52,5
4,2024,첨단융합학부 지능형반도체전공,공학계열,10,60,10
4,2024,첨단융합학부 첨단인공지능전공,공학계열,5,76,5
4,2024,컴퓨터과학부,공학계열,64,1428,64
4,2024,토목공학과,공학계열,41,387,41
4,2024,통계학과,자연계열,32,375,32
4,2024,행정학과,사회계열,80,735,80
4,2024,화학공학과,공학계열,51,1139,51
4,2024,환경공학부,자연계열,80,1033,80
4,2024,환경원예학과,자연계열,32,475,32
4,2025,건축학부 건축공학전공,공학계열,42,505,42
4,2025,건축학부 건축학전공(5년제),공학계열,42,702,42
4,2025,경영학부,사회계열,217,2677,217
4,2025,경제학부,사회계열,92,1268,91
4,2025,공간정보공학과,자연계열,31,449,31
4,2025,교통공학과,공학계열,27,309,27
4,2025,국사학과,인문계열,25,333,25
4,2025,국어국문학과,인문계열,33,518,33
4,2025,국제관계학과,사회계열,47,761,47
4,2025,기계정보공학과,공학계열,41,768,41
4,2025,도시공학과,공학계열,30,352,30
4,2025,도시사회학과,사회계열,38,423,38
4,2025,도시행정학과,사회계열,40,428,40
4,2025,디자인학과,예체능계열,29,208,29
4,2025,물리학과,자연계열,31,618,31
4,2025,사회복지학과,사회계열,41,607,41
4,2025,생명과학과,자연계열,40,1186,40
4,2025,세무학과,사회계열,67,817,66
4,2025,소방방재학과,공학계열,15,9,9
4,2025,수학과,자연계열,40,469,40
4,2025,스포츠과학과,예체능계열,39,477,39
4,2025,신소재공학과,공학계열,42,688,42
4,2025,영어영문학과,인문계열,41,504,41
4,2025,융합응용화학과,자연계열,20,767,20
4,2025,융합전공학부 국사학-도시역사경관학 전공,인문계열,2,22,2
4,2025,융합전공학부 국제관계학-빅데이터분석학 전공,사회계열,4,57,4
4,2025,융합전공학부 도시공학-국제도시개발학 전공,공학계열,2,27,2
4,2025,융합전공학부 도시공학-도시부동산기획경영학 전공,공학계열,2,18,2
4,2025,융합전공학부 도시사회학-국제도시개발학 전공,사회계열,3,56,3
4,2025,융합전공학부 물리학-나노반도체물리학,자연계열,2,38,2
4,2025,융합전공학부 조경학-환경생태도시학전공,공학계열,2,30,2
4,2025,융합전공학부 철학-동아시아문화학 전공,인문계열,2,29,2
4,2025,음악학과,예체능계열,30,328,30
4,2025,인공지능학과,공학계열,22,323,22
4,2025,자유전공학부(인문),무전공,39,593,39
4,2025,자유전공학부(자연),무전공,39,776,39
4,2025,전자전기컴퓨터공학부,공학계열,145,2710,145
4,2025,조각학과,예체능계열,36,191,36
4,2025,조경학과,공학계열,32,366,32
4,2025,중국어문화학과,인문계열,28,266,28
4,2025,철학과,인문계열,27,582,27
4,2025,첨단융합학부 융합바이오헬스전공,자연계열,5,119,5
4,2025,첨단융합학부 지능형반도체전공,공학계열,10,56,10
4,2025,첨단융합학부 첨단인공지능전공,공학계열,5,81,5
4,2025,컴퓨터과학부,공학계열,60,1094,60
4,2025,토목공학과,공학계열,40,518,40
4,2025,통계학과,자연계열,31,439,31
4,2025,행정학과,사회계열,80,755,80
4,2025,화학공학과,공학계열,49,883,49
4,2025,환경공학부,자연계열,78,1152,78
4,2025,환경원예학과,자연계열,31,460,31
4,2026,건축학부 건축공학전공,공학계열,39,638,39
4,2026,건축학부 건축학전공(5년제),공학계열,39,497,39
4,2026,경영학부,사회계열,208,1941,208
4,2026,경제학부,사회계열,88,1097,88
4,2026,공간정보공학과,자연계열,31,393,31
4,2026,교통공학과,공학계열,25,353,25
4,2026,국사학과,인문계열,27,317,27
4,2026,국어국문학과,인문계열,30,311,30
4,2026,국제관계학과,사회계열,46,1052,46
4,2026,기계정보공학과,공학계열,38,753,38
4,2026,도시공학과,공학계열,33,306,33
4,2026,도시사회학과,사회계열,39,428,39
4,2026,도시행정학과,사회계열,38,381,38
